source,external_id,external_url,first_name,last_name,display_name,country_code,gender,category,club_name,club_country_code,ranking_value,rank,ranked_at,confidence_level,total_players
ITTF,146225,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=146225,Cesar,Castillo,Cesar Castillo,VE,M,SENIOR,,,40,325,2026-05-12,HIGH,
ITTF,144241,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=144241,Robert,Istrate,Robert Istrate,RO,M,SENIOR,,,40,326,2026-05-12,HIGH,
ITTF,137212,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=137212,Zhenlong,Liu,Zhenlong Liu,AT,M,SENIOR,,,40,327,2026-05-12,HIGH,
ITTF,115134,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=115134,Alfonso,Olave,Alfonso Olave,CL,M,SENIOR,,,39,328,2026-05-12,HIGH,
ITTF,134556,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=134556,Gabrielius,Camara,Gabrielius Camara,NL,M,SENIOR,,,39,329,2026-05-12,HIGH,
ITTF,200446,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=200446,Raymundo,Medina,Raymundo Medina,VE,M,SENIOR,,,39,330,2026-05-12,HIGH,
ITTF,201508,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=201508,Nishant,Lebaka,Nishant Lebaka,US,M,SENIOR,,,39,331,2026-05-12,HIGH,
ITTF,132658,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=132658,Carlos,Fernandez,Carlos Fernandez,PE,M,SENIOR,,,38,332,2026-05-12,HIGH,
ITTF,106151,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=106151,Alberto,Mino,Alberto Mino,EC,M,SENIOR,,,38,333,2026-05-12,HIGH,
ITTF,120162,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=120162,Peter,Hribar,Peter Hribar,SI,M,SENIOR,,,38,334,2026-05-12,HIGH,
ITTF,113395,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=113395,Clarence,Chew,Clarence Chew,SG,M,SENIOR,,,37,335,2026-05-12,HIGH,
ITTF,135575,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=135575,Radim,Moravek,Radim Moravek,CZ,M,SENIOR,,,37,336,2026-05-12,HIGH,
ITTF,134227,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=134227,Nemanja,Dilas,Nemanja Dilas,RS,M,SENIOR,,,36,337,2026-05-12,HIGH,
ITTF,133159,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=133159,Bakdaulet,Akimali,Bakdaulet Akimali,KZ,M,SENIOR,,,36,338,2026-05-12,HIGH,
ITTF,146293,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=146293,Shokhrukh,Iskandarov,Shokhrukh Iskandarov,UZ,M,SENIOR,,,36,339,2026-05-12,HIGH,
ITTF,133439,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=133439,Borna,Petek,Borna Petek,HR,M,SENIOR,,,36,340,2026-05-12,HIGH,
ITTF,136587,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=136587,Zheng,Sun,Zheng Sun,CN,M,SENIOR,,,35,341,2026-05-12,HIGH,
ITTF,118889,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=118889,Sadi,Ismailov,Sadi Ismailov,XX,M,SENIOR,,,35,342,2026-05-12,HIGH,
ITTF,107324,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=107324,Zsolt,Peto,Zsolt Peto,RS,M,SENIOR,,,35,343,2026-05-12,HIGH,
ITTF,108574,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=108574,Sanil,Shetty,Sanil Shetty,IN,M,SENIOR,,,35,344,2026-05-12,HIGH,
ITTF,145486,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=145486,Darara,Dufera,Darara Dufera,ET,M,SENIOR,,,35,345,2026-05-12,HIGH,
ITTF,136137,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=136137,Arnav,Karnavar,Arnav Karnavar,IN,M,SENIOR,,,35,346,2026-05-12,HIGH,
ITTF,136564,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=136564,Patryk,Dziuba,Patryk Dziuba,PL,M,SENIOR,,,34,347,2026-05-12,HIGH,
ITTF,121722,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=121722,Aboubaker,Bourass,Aboubaker Bourass,TN,M,SENIOR,,,34,348,2026-05-12,HIGH,
ITTF,202749,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=202749,Xing Yao,Loy,Xing Yao Loy,SG,M,SENIOR,,,34,349,2026-05-12,HIGH,
ITTF,200558,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=200558,Patryk,Zyworonek,Patryk Zyworonek,PL,M,SENIOR,,,34,350,2026-05-12,HIGH,
ITTF,201120,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=201120,Kenan,Kahraman,Kenan Kahraman,TR,M,SENIOR,,,34,351,2026-05-12,HIGH,
ITTF,136440,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=136440,Yuto,Abe,Yuto Abe,JP,M,SENIOR,,,33,352,2026-05-12,HIGH,
ITTF,123864,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=123864,Jann Mari,Nayre,Jann Mari Nayre,PH,M,SENIOR,,,33,353,2026-05-12,HIGH,
ITTF,202405,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=202405,Muhammad,Junindra,Muhammad Junindra,ID,M,SENIOR,,,33,354,2026-05-12,HIGH,
ITTF,200159,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=200159,Benjamin,Fruchart,Benjamin Fruchart,FR,M,SENIOR,,,33,355,2026-05-12,HIGH,
ITTF,121278,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=121278,Dario,Arce,Dario Arce,MX,M,SENIOR,,,32,356,2026-05-12,HIGH,
ITTF,145738,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=145738,Ivan,Kahn,Ivan Kahn,NL,M,SENIOR,,,32,357,2026-05-12,HIGH,
ITTF,121416,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=121416,Vladislav,Zakharov,Vladislav Zakharov,KZ,M,SENIOR,,,32,358,2026-05-12,HIGH,
ITTF,136052,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=136052,Aleksei,Samokhin,Aleksei Samokhin,XX,M,SENIOR,,,32,359,2026-05-12,HIGH,
ITTF,204515,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=204515,Lucas,Romanski,Lucas Romanski,BR,M,SENIOR,,,32,360,2026-05-12,HIGH,
ITTF,144529,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=144529,Flavio,Mourier,Flavio Mourier,FR,M,SENIOR,,,32,361,2026-05-12,HIGH,
ITTF,143604,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=143604,Tamito,Watanabe,Tamito Watanabe,JP,M,SENIOR,,,32,362,2026-05-12,HIGH,
ITTF,221705,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=221705,Yiran,Wu,Yiran Wu,US,M,SENIOR,,,31,363,2026-05-12,HIGH,
ITTF,221123,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=221123,Peter,Tauraki,Peter Tauraki,CK,M,SENIOR,,,31,364,2026-05-12,HIGH,
ITTF,212495,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=212495,Kanta,Tokuda,Kanta Tokuda,JP,M,SENIOR,,,31,365,2026-05-12,HIGH,
ITTF,145776,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=145776,Adam,Wallin,Adam Wallin,SE,M,SENIOR,,,31,366,2026-05-12,HIGH,
ITTF,201204,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=201204,Kushal,Chopda,Kushal Chopda,IN,M,SENIOR,,,31,367,2026-05-12,HIGH,
ITTF,131150,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=131150,Aidos,Kenzhigulov,Aidos Kenzhigulov,KZ,M,SENIOR,,,31,368,2026-05-12,HIGH,
ITTF,119364,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=119364,Sharky,Itaia,Sharky Itaia,NR,M,SENIOR,,,30,369,2026-05-12,HIGH,
ITTF,122862,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=122862,Sergio,Carrillo,Sergio Carrillo,GT,M,SENIOR,,,30,370,2026-05-12,HIGH,
ITTF,200664,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=200664,Keishi,Hagihara,Keishi Hagihara,JP,M,SENIOR,,,30,371,2026-05-12,HIGH,
ITTF,144530,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=144530,Nathan,Lam,Nathan Lam,FR,M,SENIOR,,,30,372,2026-05-12,HIGH,
ITTF,144490,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=144490,Nicholas,Tan,Nicholas Tan,SG,M,SENIOR,,,30,373,2026-05-12,HIGH,
ITTF,135529,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=135529,Samuel,Palusek,Samuel Palusek,SK,M,SENIOR,,,30,374,2026-05-12,HIGH,
ITTF,200547,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=200547,Kef,Noorani,Kef Noorani,US,M,SENIOR,,,30,375,2026-05-12,HIGH,
ITTF,136687,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=136687,Leon,Benko,Leon Benko,HR,M,SENIOR,,,30,376,2026-05-12,HIGH,
ITTF,137713,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=137713,Dominykas,Samuolis,Dominykas Samuolis,DK,M,SENIOR,,,30,377,2026-05-12,HIGH,
ITTF,134934,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=134934,Preyesh,Suresh,Preyesh Suresh,IN,M,SENIOR,,,29,378,2026-05-12,HIGH,
ITTF,131412,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=131412,Woojin,Kim,Woojin Kim,KR,M,SENIOR,,,29,379,2026-05-12,HIGH,
ITTF,118072,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=118072,Carlos,Franco,Carlos Franco,ES,M,SENIOR,,,29,380,2026-05-12,HIGH,
ITTF,202932,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=202932,Hyeonho,Lee,Hyeonho Lee,KR,M,SENIOR,,,29,381,2026-05-12,HIGH,
ITTF,223439,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=223439,Maxime,Antoine Michard,Maxime Antoine Michard,FR,M,SENIOR,,,29,382,2026-05-12,HIGH,
ITTF,134780,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=134780,Ricardo,Gatica,Ricardo Gatica,GT,M,SENIOR,,,29,383,2026-05-12,HIGH,
ITTF,205600,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=205600,Punit,Biswas,Punit Biswas,IN,M,SENIOR,,,28,384,2026-05-12,HIGH,
ITTF,135305,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=135305,Jabdiel,Torres,Jabdiel Torres,PR,M,SENIOR,,,28,385,2026-05-12,HIGH,
ITTF,122610,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=122610,Felipe,Duffoo,Felipe Duffoo,PE,M,SENIOR,,,28,386,2026-05-12,HIGH,
ITTF,137873,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=137873,William,Bergenblock,William Bergenblock,SE,M,SENIOR,,,28,387,2026-05-12,HIGH,
ITTF,206575,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=206575,Daito,Ono,Daito Ono,JP,M,SENIOR,,,27,388,2026-05-12,HIGH,
ITTF,205717,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=205717,Allan,Sarmento,Allan Sarmento,BR,M,SENIOR,,,27,389,2026-05-12,HIGH,
ITTF,145759,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=145759,Sohan,Gilles,Sohan Gilles,FR,M,SENIOR,,,27,390,2026-05-12,HIGH,
ITTF,104514,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=104514,Sami,Kherouf,Sami Kherouf,DZ,M,SENIOR,,,27,391,2026-05-12,HIGH,
ITTF,133808,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=133808,Szymon,Kolasa,Szymon Kolasa,PL,M,SENIOR,,,27,392,2026-05-12,HIGH,
ITTF,123664,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=123664,Jan,Valenta,Jan Valenta,CZ,M,SENIOR,,,27,393,2026-05-12,HIGH,
ITTF,201371,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=201371,Balamurugan,Rajasekaran,Balamurugan Rajasekaran,IN,M,SENIOR,,,27,394,2026-05-12,HIGH,
ITTF,104760,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=104760,Frane,Kojic,Frane Kojic,HR,M,SENIOR,,,26,395,2026-05-12,HIGH,
ITTF,221138,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=221138,Raphael,Quinne,Raphael Quinne,NC,M,SENIOR,,,26,396,2026-05-12,HIGH,
ITTF,201372,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=201372,Sarthak,Arya,Sarthak Arya,IN,M,SENIOR,,,26,397,2026-05-12,HIGH,
ITTF,133342,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=133342,Denis,Dorcescu,Denis Dorcescu,FR,M,SENIOR,,,26,398,2026-05-12,HIGH,
ITTF,133415,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=133415,Federico,Vallino,Federico Vallino,IT,M,SENIOR,,,26,399,2026-05-12,HIGH,
ITTF,201214,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=201214,Jiwook,Choi,Jiwook Choi,KR,M,SENIOR,,,26,400,2026-05-12,HIGH,
ITTF,135984,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=135984,Stepan,Brhel,Stepan Brhel,CZ,M,SENIOR,,,26,401,2026-05-12,HIGH,
ITTF,137666,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=137666,Chin-Ting,Lin,Chin-Ting Lin,TW,M,SENIOR,,,26,402,2026-05-12,HIGH,
ITTF,122251,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=122251,Amboarasoa,Razafindrakoto,Amboarasoa Razafindrakoto,MG,M,SENIOR,,,25,403,2026-05-12,HIGH,
ITTF,221839,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=221839,Kolasi,Wasiu,Kolasi Wasiu,NG,M,SENIOR,,,25,404,2026-05-12,HIGH,
ITTF,123028,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=123028,Rafael,Turrini,Rafael Turrini,BR,M,SENIOR,,,25,405,2026-05-12,HIGH,
ITTF,206095,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=206095,Cuten,Lodewyk,Cuten Lodewyk,ZA,M,SENIOR,,,25,406,2026-05-12,HIGH,
ITTF,135941,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=135941,Milosz,Sawczak,Milosz Sawczak,PL,M,SENIOR,,,25,407,2026-05-12,HIGH,
ITTF,202641,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=202641,Liam,Beukes,Liam Beukes,ZA,M,SENIOR,,,25,408,2026-05-12,HIGH,
ITTF,112121,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=112121,Jorge,Campos,Jorge Campos,CU,M,SENIOR,,,25,409,2026-05-12,HIGH,
ITTF,136779,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=136779,Adrian,Perez,Adrian Perez,CU,M,SENIOR,,,25,410,2026-05-12,HIGH,
ITTF,110726,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=110726,Benedek,Olah,Benedek Olah,FI,M,SENIOR,,,25,411,2026-05-12,HIGH,
ITTF,123385,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=123385,Ronit,Bhanja,Ronit Bhanja,IN,M,SENIOR,,,25,412,2026-05-12,HIGH,
ITTF,146021,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=146021,Hamilton,Yamane,Hamilton Yamane,BR,M,SENIOR,,,25,413,2026-05-12,HIGH,
ITTF,146233,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=146233,Nathan,Pilard,Nathan Pilard,FR,M,SENIOR,,,25,414,2026-05-12,HIGH,
ITTF,123057,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=123057,Byunghyeon,Kim,Byunghyeon Kim,KR,M,SENIOR,,,24,415,2026-05-12,HIGH,
ITTF,203160,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=203160,Rubin,Maharjan,Rubin Maharjan,NP,M,SENIOR,,,24,416,2026-05-12,HIGH,
ITTF,123230,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=123230,Dastan,Kenzhigulov,Dastan Kenzhigulov,KZ,M,SENIOR,,,24,417,2026-05-12,HIGH,
ITTF,143934,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=143934,Francesco,Trevisan,Francesco Trevisan,IT,M,SENIOR,,,24,418,2026-05-12,HIGH,
ITTF,118920,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=118920,Daniele,Pinto,Daniele Pinto,IT,M,SENIOR,,,24,419,2026-05-12,HIGH,
ITTF,220713,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=220713,Hong Yu,Cheng,Hong Yu Cheng,TW,M,SENIOR,,,24,420,2026-05-12,HIGH,
ITTF,201274,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=201274,Ki Ho,Li,Ki Ho Li,HK,M,SENIOR,,,24,421,2026-05-12,HIGH,
ITTF,135494,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=135494,Lleyton,Ullmann,Lleyton Ullmann,DE,M,SENIOR,,,24,422,2026-05-12,HIGH,
ITTF,135993,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=135993,Vladimir,Pandurevic,Vladimir Pandurevic,RS,M,SENIOR,,,24,423,2026-05-12,HIGH,
ITTF,145421,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=145421,Ivan,Hencl,Ivan Hencl,HR,M,SENIOR,,,24,424,2026-05-12,HIGH,
ITTF,137885,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=137885,Julian,Rzihauschek,Julian Rzihauschek,AT,M,SENIOR,,,24,425,2026-05-12,HIGH,
ITTF,146201,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=146201,Axel Emmanuel,Lovo Alvarez,Axel Emmanuel Lovo Alvarez,MX,M,SENIOR,,,23,426,2026-05-12,HIGH,
ITTF,144712,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=144712,Jin Zhen,Im,Jin Zhen Im,MY,M,SENIOR,,,23,427,2026-05-12,HIGH,
ITTF,124260,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=124260,Temuulen,Myandal,Temuulen Myandal,MN,M,SENIOR,,,23,428,2026-05-12,HIGH,
ITTF,203088,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=203088,Rajeev,Chikanbanjar,Rajeev Chikanbanjar,NP,M,SENIOR,,,23,429,2026-05-12,HIGH,
ITTF,131845,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=131845,Yoan,Rebetez,Yoan Rebetez,CH,M,SENIOR,,,23,430,2026-05-12,HIGH,
ITTF,208431,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=208431,Harkunwar,Singh,Harkunwar Singh,IN,M,SENIOR,,,23,431,2026-05-12,HIGH,
ITTF,121687,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=121687,Antoine,Doyen,Antoine Doyen,PT,M,SENIOR,,,23,432,2026-05-12,HIGH,
ITTF,137569,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=137569,Sanzhar,Zhubanov,Sanzhar Zhubanov,KZ,M,SENIOR,,,23,433,2026-05-12,HIGH,
ITTF,209003,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=209003,Guanhong,Zhou,Guanhong Zhou,CN,M,SENIOR,,,22,434,2026-05-12,HIGH,
ITTF,134395,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=134395,Felix,Wetzel,Felix Wetzel,MT,M,SENIOR,,,22,435,2026-05-12,HIGH,
ITTF,123128,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=123128,Rilwan,Akanbi,Rilwan Akanbi,NG,M,SENIOR,,,22,436,2026-05-12,HIGH,
ITTF,135103,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=135103,Elias,Sjogren,Elias Sjogren,SE,M,SENIOR,,,22,437,2026-05-12,HIGH,
ITTF,207584,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=207584,Akash,Gupta,Akash Gupta,IN,M,SENIOR,,,22,438,2026-05-12,HIGH,
ITTF,200266,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=200266,Abdulrahman,Al Taher,Abdulrahman Al Taher,SA,M,SENIOR,,,22,439,2026-05-12,HIGH,
ITTF,202408,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=202408,Amirmahdi,Keshavarzi,Amirmahdi Keshavarzi,IR,M,SENIOR,,,22,440,2026-05-12,HIGH,
ITTF,200748,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=200748,Samuel,Michna,Samuel Michna,PL,M,SENIOR,,,22,441,2026-05-12,HIGH,
ITTF,106913,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=106913,Felipe,Olivares,Felipe Olivares,CL,M,SENIOR,,,21,442,2026-05-12,HIGH,
ITTF,146090,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=146090,Sriram,Sivam,Sriram Sivam,IN,M,SENIOR,,,21,443,2026-05-12,HIGH,
ITTF,200291,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=200291,Yoan,Velichkov,Yoan Velichkov,BG,M,SENIOR,,,21,444,2026-05-12,HIGH,
ITTF,135998,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=135998,Khai,Lam,Khai Lam,NO,M,SENIOR,,,21,445,2026-05-12,HIGH,
ITTF,200804,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=200804,Luca,Khidasheli,Luca Khidasheli,ES,M,SENIOR,,,21,446,2026-05-12,HIGH,
ITTF,133469,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=133469,Salem,Alsuwailem,Salem Alsuwailem,SA,M,SENIOR,,,21,447,2026-05-12,HIGH,
ITTF,134463,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=134463,Victor,Xie,Victor Xie,US,M,SENIOR,,,20,448,2026-05-12,HIGH,
ITTF,136984,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=136984,Tzu-Yu,Tseng,Tzu-Yu Tseng,TW,M,SENIOR,,,20,449,2026-05-12,HIGH,
ITTF,135170,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=135170,Chon Fai,He,Chon Fai He,MO,M,SENIOR,,,20,450,2026-05-12,HIGH,
ITTF,200075,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=200075,Diyorbek,Dilshodov,Diyorbek Dilshodov,UZ,M,SENIOR,,,20,451,2026-05-12,HIGH,
ITTF,203068,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=203068,Junhang,Fei,Junhang Fei,CN,M,SENIOR,,,20,452,2026-05-12,HIGH,
ITTF,132196,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=132196,Mattias,Mongiusti,Mattias Mongiusti,SM,M,SENIOR,,,20,453,2026-05-12,HIGH,
ITTF,145823,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=145823,Laurent,Jutras-Vigneault,Laurent Jutras-Vigneault,CA,M,SENIOR,,,20,454,2026-05-12,HIGH,
